ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0009067	aspartate family amino acid biosynthetic process	6/223	22/20772	9.25085011187409e-08	2.4786404744196e-06	2.07892955730504e-06	ENSG00000163738/ENSG00000099810/ENSG00000125166/ENSG00000116984/ENSG00000120053/ENSG00000177000	6
GO:0008654	phospholipid biosynthetic process	16/223	290/20772	1.06552100823568e-07	2.8103116592216e-06	2.35711473038978e-06	ENSG00000163719/ENSG00000011198/ENSG00000167130/ENSG00000049860/ENSG00000148377/ENSG00000143315/ENSG00000011405/ENSG00000165282/ENSG00000108474/ENSG00000172954/ENSG00000134255/ENSG00000129353/ENSG00000069943/ENSG00000136908/ENSG00000165458/ENSG00000090054	16
GO:1901657	glycosyl compound metabolic process	9/223	84/20772	2.95288263562873e-07	7.66840905990969e-06	6.43178485007391e-06	ENSG00000166548/ENSG00000099810/ENSG00000085662/ENSG00000168393/ENSG00000183696/ENSG00000102393/ENSG00000114956/ENSG00000103202/ENSG00000198951	9
GO:0006739	NADP metabolic process	7/223	43/20772	3.47069202362018e-07	8.87655778162253e-06	7.44510489915334e-06	ENSG00000173599/ENSG00000142657/ENSG00000008130/ENSG00000163931/ENSG00000049239/ENSG00000112874/ENSG00000197713	7
GO:0009124	nucleoside monophosphate biosynthetic process	7/223	44/20772	4.08988889618268e-07	1.01525477305241e-05	8.5153259525785e-06	ENSG00000128059/ENSG00000178921/ENSG00000166548/ENSG00000183696/ENSG00000114491/ENSG00000114956/ENSG00000178035	7
GO:0046839	phospholipid dephosphorylation	7/223	44/20772	4.08988889618268e-07	1.01525477305241e-05	8.5153259525785e-06	ENSG00000147535/ENSG00000067113/ENSG00000126821/ENSG00000162407/ENSG00000205808/ENSG00000165458/ENSG00000204084	7
GO:0044242	cellular lipid catabolic process	14/223	246/20772	4.68201020870425e-07	1.14539612062214e-05	9.60687067994999e-06	ENSG00000011198/ENSG00000049860/ENSG00000110090/ENSG00000102393/ENSG00000100372/ENSG00000128928/ENSG00000205808/ENSG00000005469/ENSG00000117054/ENSG00000074416/ENSG00000101577/ENSG00000198951/ENSG00000011009/ENSG00000114054	14
GO:0006120	mitochondrial electron transport, NADH to ubiquinone	8/223	66/20772	5.23390215006991e-07	1.262118118474e-05	1.05858622433745e-05	ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000212907/ENSG00000198695/ENSG00000198786/ENSG00000198888/ENSG00000198840	8
GO:0006650	glycerophospholipid metabolic process	16/223	341/20772	9.3708486810288e-07	2.22788627796854e-05	1.86861252423777e-05	ENSG00000155368/ENSG00000163719/ENSG00000011198/ENSG00000143315/ENSG00000011405/ENSG00000165282/ENSG00000108474/ENSG00000172954/ENSG00000134255/ENSG00000129353/ENSG00000069943/ENSG00000136908/ENSG00000165458/ENSG00000204084/ENSG00000149782/ENSG00000138744	16
GO:0009063	amino acid catabolic process	10/223	129/20772	1.34255364331502e-06	3.14754243043854e-05	2.6399629389747e-05	ENSG00000100116/ENSG00000145020/ENSG00000147576/ENSG00000166123/ENSG00000128928/ENSG00000083123/ENSG00000081181/ENSG00000125166/ENSG00000151498/ENSG00000120053	10
GO:0097502	mannosylation	6/223	36/20772	2.13005447233685e-06	4.92538623192412e-05	4.13110780864177e-05	ENSG00000143315/ENSG00000182858/ENSG00000119523/ENSG00000033011/ENSG00000069943/ENSG00000136908	6
GO:0016042	lipid catabolic process	16/223	365/20772	2.27127055309847e-06	5.18095228868948e-05	4.34546073103476e-05	ENSG00000011198/ENSG00000049860/ENSG00000110090/ENSG00000102393/ENSG00000100372/ENSG00000128928/ENSG00000205808/ENSG00000005469/ENSG00000117054/ENSG00000074416/ENSG00000101577/ENSG00000198951/ENSG00000149782/ENSG00000011009/ENSG00000114054/ENSG00000138744	16
GO:0009123	nucleoside monophosphate metabolic process	8/223	80/20772	2.3223268615428e-06	5.226783656379e-05	4.38390123336852e-05	ENSG00000128059/ENSG00000178921/ENSG00000166548/ENSG00000168393/ENSG00000183696/ENSG00000114491/ENSG00000114956/ENSG00000178035	8
GO:0072329	monocarboxylic acid catabolic process	10/223	138/20772	2.4818004567009e-06	5.32084298197591e-05	4.46279234893838e-05	ENSG00000049860/ENSG00000110090/ENSG00000155380/ENSG00000142657/ENSG00000100372/ENSG00000128928/ENSG00000005469/ENSG00000117054/ENSG00000101577/ENSG00000114054	10
GO:0046488	phosphatidylinositol metabolic process	11/223	171/20772	2.5031209557856e-06	5.32084298197591e-05	4.46279234893838e-05	ENSG00000163719/ENSG00000143315/ENSG00000011405/ENSG00000165282/ENSG00000108474/ENSG00000172954/ENSG00000069943/ENSG00000136908/ENSG00000165458/ENSG00000204084/ENSG00000149782	11
GO:1901606	alpha-amino acid catabolic process	9/223	108/20772	2.51141517225944e-06	5.32084298197591e-05	4.46279234893838e-05	ENSG00000100116/ENSG00000145020/ENSG00000147576/ENSG00000166123/ENSG00000128928/ENSG00000081181/ENSG00000125166/ENSG00000151498/ENSG00000120053	9
GO:0072528	pyrimidine-containing compound biosynthetic process	6/223	37/20772	2.51965506921999e-06	5.32084298197591e-05	4.46279234893838e-05	ENSG00000166548/ENSG00000168393/ENSG00000183696/ENSG00000114491/ENSG00000103202/ENSG00000047230	6
GO:0019362	pyridine nucleotide metabolic process	8/223	81/20772	2.55324811338891e-06	5.32084298197591e-05	4.46279234893838e-05	ENSG00000173599/ENSG00000142657/ENSG00000173614/ENSG00000008130/ENSG00000163931/ENSG00000049239/ENSG00000112874/ENSG00000197713	8
GO:0046496	nicotinamide nucleotide metabolic process	8/223	81/20772	2.55324811338891e-06	5.32084298197591e-05	4.46279234893838e-05	ENSG00000173599/ENSG00000142657/ENSG00000173614/ENSG00000008130/ENSG00000163931/ENSG00000049239/ENSG00000112874/ENSG00000197713	8
GO:0045017	glycerolipid biosynthetic process	14/223	287/20772	2.90752981965833e-06	5.98525650680886e-05	5.02006111353075e-05	ENSG00000163719/ENSG00000011198/ENSG00000185000/ENSG00000143315/ENSG00000011405/ENSG00000165282/ENSG00000108474/ENSG00000172954/ENSG00000134255/ENSG00000129353/ENSG00000069943/ENSG00000136908/ENSG00000101577/ENSG00000165458	14
GO:0006670	sphingosine metabolic process	5/223	22/20772	3.09380477274571e-06	6.29197886312621e-05	5.27732076010524e-05	ENSG00000067113/ENSG00000126821/ENSG00000162407/ENSG00000090054/ENSG00000138744	5
GO:0120254	olefinic compound metabolic process	11/223	177/20772	3.4976709622494e-06	7.02865307652022e-05	5.89519729852813e-05	ENSG00000108786/ENSG00000108839/ENSG00000185000/ENSG00000085662/ENSG00000012660/ENSG00000084207/ENSG00000074416/ENSG00000213366/ENSG00000049239/ENSG00000072042/ENSG00000160439	11
GO:0072524	pyridine-containing compound metabolic process	8/223	87/20772	4.38969605886312e-06	8.7174199380717e-05	7.3116299680135e-05	ENSG00000173599/ENSG00000142657/ENSG00000173614/ENSG00000008130/ENSG00000163931/ENSG00000049239/ENSG00000112874/ENSG00000197713	8
GO:0006730	one-carbon metabolic process	5/223	24/20772	4.90685255320661e-06	9.52042196530203e-05	7.98513815373611e-05	ENSG00000168906/ENSG00000163738/ENSG00000164466/ENSG00000177000/ENSG00000228716	5
GO:0046519	sphingoid metabolic process	5/223	24/20772	4.90685255320661e-06	9.52042196530203e-05	7.98513815373611e-05	ENSG00000067113/ENSG00000126821/ENSG00000162407/ENSG00000090054/ENSG00000138744	5
GO:0044262	cellular carbohydrate metabolic process	14/223	303/20772	5.43713784398315e-06	0.000104294189552768	8.74754832554705e-05	ENSG00000044446/ENSG00000067177/ENSG00000103044/ENSG00000170266/ENSG00000142657/ENSG00000182197/ENSG00000117054/ENSG00000170525/ENSG00000162688/ENSG00000145725/ENSG00000204084/ENSG00000120053/ENSG00000132423/ENSG00000197713	14
GO:0030148	sphingolipid biosynthetic process	9/223	119/20772	5.60883187835973e-06	0.000106378743940126	8.92238778993949e-05	ENSG00000148154/ENSG00000067113/ENSG00000121578/ENSG00000136840/ENSG00000126821/ENSG00000162407/ENSG00000012660/ENSG00000090661/ENSG00000090054	9
GO:0009064	glutamine family amino acid metabolic process	8/223	91/20772	6.15412492438805e-06	0.000115424031915189	9.68105031965138e-05	ENSG00000128059/ENSG00000178921/ENSG00000147576/ENSG00000081181/ENSG00000125166/ENSG00000047230/ENSG00000120053/ENSG00000059573	8
GO:1901136	carbohydrate derivative catabolic process	11/223	188/20772	6.24207903811452e-06	0.000115787136443267	9.71150527040374e-05	ENSG00000049860/ENSG00000165102/ENSG00000170266/ENSG00000109323/ENSG00000205268/ENSG00000183696/ENSG00000102393/ENSG00000181523/ENSG00000131446/ENSG00000198951/ENSG00000135047	11
GO:0006672	ceramide metabolic process	9/223	121/20772	6.43067972066146e-06	0.000116720294284694	9.78977274962044e-05	ENSG00000148154/ENSG00000049860/ENSG00000067113/ENSG00000121578/ENSG00000136840/ENSG00000162407/ENSG00000102393/ENSG00000090661/ENSG00000090054	9
GO:0030203	glycosaminoglycan metabolic process	9/223	121/20772	6.43067972066146e-06	0.000116720294284694	9.78977274962044e-05	ENSG00000131873/ENSG00000103044/ENSG00000049860/ENSG00000033100/ENSG00000170266/ENSG00000121578/ENSG00000182197/ENSG00000181523/ENSG00000064225	9
GO:0016051	carbohydrate biosynthetic process	12/223	227/20772	6.69131692926959e-06	0.000120158967836245	0.000100781873122817	ENSG00000173599/ENSG00000103044/ENSG00000172728/ENSG00000142657/ENSG00000085662/ENSG00000182197/ENSG00000079739/ENSG00000117054/ENSG00000162688/ENSG00000064225/ENSG00000196371/ENSG00000120053	12
GO:1903510	mucopolysaccharide metabolic process	8/223	99/20772	1.15191979448196e-05	0.000202759064605186	0.000170061699859051	ENSG00000131873/ENSG00000103044/ENSG00000049860/ENSG00000033100/ENSG00000170266/ENSG00000121578/ENSG00000182197/ENSG00000064225	8
GO:0006022	aminoglycan metabolic process	9/223	130/20772	1.15313212097736e-05	0.000202759064605186	0.000170061699859051	ENSG00000131873/ENSG00000103044/ENSG00000049860/ENSG00000033100/ENSG00000170266/ENSG00000121578/ENSG00000182197/ENSG00000181523/ENSG00000064225	9
GO:0043648	dicarboxylic acid metabolic process	8/223	100/20772	1.24064867870345e-05	0.000215898450479527	0.000181082199984388	ENSG00000163738/ENSG00000147576/ENSG00000166123/ENSG00000076351/ENSG00000125166/ENSG00000120053/ENSG00000059573/ENSG00000228716	8
GO:0006497	protein lipidation	8/223	101/20772	1.33506379241597e-05	0.00022995792669369	0.000192874414693822	ENSG00000155368/ENSG00000148154/ENSG00000143315/ENSG00000165282/ENSG00000108474/ENSG00000204160/ENSG00000069943/ENSG00000136908	8
GO:0046474	glycerophospholipid biosynthetic process	12/223	244/20772	1.38583403557318e-05	0.000236291702227023	0.00019818679190281	ENSG00000163719/ENSG00000011198/ENSG00000143315/ENSG00000011405/ENSG00000165282/ENSG00000108474/ENSG00000172954/ENSG00000134255/ENSG00000129353/ENSG00000069943/ENSG00000136908/ENSG00000165458	12
GO:0006575	cellular modified amino acid metabolic process	9/223	137/20772	1.75863653345693e-05	0.000288211501793719	0.000241733892437361	ENSG00000163738/ENSG00000110090/ENSG00000076351/ENSG00000005469/ENSG00000117054/ENSG00000125166/ENSG00000177000/ENSG00000164904/ENSG00000228716	9
GO:0033865	nucleoside bisphosphate metabolic process	9/223	137/20772	1.75863653345693e-05	0.000288211501793719	0.000241733892437361	ENSG00000185000/ENSG00000012660/ENSG00000154930/ENSG00000151093/ENSG00000005469/ENSG00000122912/ENSG00000221988/ENSG00000138621/ENSG00000150768	9
GO:0033875	ribonucleoside bisphosphate metabolic process	9/223	137/20772	1.75863653345693e-05	0.000288211501793719	0.000241733892437361	ENSG00000185000/ENSG00000012660/ENSG00000154930/ENSG00000151093/ENSG00000005469/ENSG00000122912/ENSG00000221988/ENSG00000138621/ENSG00000150768	9
GO:0034032	purine nucleoside bisphosphate metabolic process	9/223	137/20772	1.75863653345693e-05	0.000288211501793719	0.000241733892437361	ENSG00000185000/ENSG00000012660/ENSG00000154930/ENSG00000151093/ENSG00000005469/ENSG00000122912/ENSG00000221988/ENSG00000138621/ENSG00000150768	9
GO:0042158	lipoprotein biosynthetic process	8/223	106/20772	1.90294790991173e-05	0.00030886308383952	0.000259055155752154	ENSG00000155368/ENSG00000148154/ENSG00000143315/ENSG00000165282/ENSG00000108474/ENSG00000204160/ENSG00000069943/ENSG00000136908	8
GO:0006221	pyrimidine nucleotide biosynthetic process	5/223	32/20772	2.16772068127352e-05	0.000348486905713305	0.000292289154517583	ENSG00000168393/ENSG00000183696/ENSG00000114491/ENSG00000103202/ENSG00000047230	5
GO:0006506	GPI anchor biosynthetic process	5/223	33/20772	2.53259575355258e-05	0.000403303927546864	0.000338266264997838	ENSG00000143315/ENSG00000165282/ENSG00000108474/ENSG00000069943/ENSG00000136908	5
GO:0046165	alcohol biosynthetic process	9/223	144/20772	2.61597075701544e-05	0.00041268772316281	0.000346136809462447	ENSG00000148377/ENSG00000205808/ENSG00000132570/ENSG00000145725/ENSG00000150787/ENSG00000090054/ENSG00000120053/ENSG00000049239/ENSG00000228716	9
GO:0006505	GPI anchor metabolic process	5/223	34/20772	2.94343397908779e-05	0.000459813073669312	0.00038566262414893	ENSG00000143315/ENSG00000165282/ENSG00000108474/ENSG00000069943/ENSG00000136908	5
GO:0009116	nucleoside metabolic process	6/223	56/20772	2.96917209893098e-05	0.000459813073669312	0.00038566262414893	ENSG00000166548/ENSG00000099810/ENSG00000168393/ENSG00000183696/ENSG00000114956/ENSG00000103202	6
GO:0072527	pyrimidine-containing compound metabolic process	7/223	84/20772	3.36106415712669e-05	0.000513054943658261	0.000430318595173585	ENSG00000166548/ENSG00000168393/ENSG00000183696/ENSG00000114491/ENSG00000117479/ENSG00000103202/ENSG00000047230	7
GO:0000096	sulfur amino acid metabolic process	5/223	35/20772	3.40415602427282e-05	0.000513054943658261	0.000430318595173585	ENSG00000163738/ENSG00000099810/ENSG00000102172/ENSG00000116984/ENSG00000177000	5
GO:0009156	ribonucleoside monophosphate biosynthetic process	5/223	35/20772	3.40415602427282e-05	0.000513054943658261	0.000430318595173585	ENSG00000128059/ENSG00000178921/ENSG00000183696/ENSG00000114491/ENSG00000178035	5
GO:1901264	carbohydrate derivative transport	7/223	85/20772	3.62965181340672e-05	0.000542199315135447	0.000454763082350446	ENSG00000117620/ENSG00000181830/ENSG00000110446/ENSG00000100372/ENSG00000174669/ENSG00000122912/ENSG00000169359	7
GO:0042157	lipoprotein metabolic process	9/223	151/20772	3.80461271903666e-05	0.000563349672783674	0.000472502687636594	ENSG00000155368/ENSG00000148154/ENSG00000143315/ENSG00000165282/ENSG00000108474/ENSG00000204160/ENSG00000069943/ENSG00000136908/ENSG00000011009	9
GO:0006516	glycoprotein catabolic process	5/223	36/20772	3.91885773024688e-05	0.000575220160752759	0.000482458915073872	ENSG00000165102/ENSG00000170266/ENSG00000109323/ENSG00000181523/ENSG00000135047	5
GO:0006767	water-soluble vitamin metabolic process	6/223	59/20772	4.01154508943309e-05	0.000583748975083022	0.000489612354381806	ENSG00000163738/ENSG00000159267/ENSG00000117479/ENSG00000076351/ENSG00000116984/ENSG00000228716	6
GO:0009225	nucleotide-sugar metabolic process	5/223	38/20772	5.12745630754799e-05	0.000739756089499231	0.000620461424530099	ENSG00000117620/ENSG00000013375/ENSG00000173540/ENSG00000136731/ENSG00000131446	5
GO:0046173	polyol biosynthetic process	6/223	63/20772	5.8372624054007e-05	0.000835025333925117	0.000700367344804991	ENSG00000132570/ENSG00000145725/ENSG00000150787/ENSG00000090054/ENSG00000120053/ENSG00000228716	6
GO:0033866	nucleoside bisphosphate biosynthetic process	6/223	66/20772	7.59975802890641e-05	0.00106019764899124	0.000889227885939898	ENSG00000012660/ENSG00000154930/ENSG00000122912/ENSG00000221988/ENSG00000138621/ENSG00000150768	6
GO:0034030	ribonucleoside bisphosphate biosynthetic process	6/223	66/20772	7.59975802890641e-05	0.00106019764899124	0.000889227885939898	ENSG00000012660/ENSG00000154930/ENSG00000122912/ENSG00000221988/ENSG00000138621/ENSG00000150768	6
GO:0034033	purine nucleoside bisphosphate biosynthetic process	6/223	66/20772	7.59975802890641e-05	0.00106019764899124	0.000889227885939898	ENSG00000012660/ENSG00000154930/ENSG00000122912/ENSG00000221988/ENSG00000138621/ENSG00000150768	6
GO:0006740	NADPH regeneration	4/223	22/20772	8.12554169607783e-05	0.00109727315063835	0.000920324512103131	ENSG00000142657/ENSG00000163931/ENSG00000049239/ENSG00000197713	4
GO:0009220	pyrimidine ribonucleotide biosynthetic process	4/223	22/20772	8.12554169607783e-05	0.00109727315063835	0.000920324512103131	ENSG00000183696/ENSG00000114491/ENSG00000103202/ENSG00000047230	4
GO:0034312	diol biosynthetic process	4/223	22/20772	8.12554169607783e-05	0.00109727315063835	0.000920324512103131	ENSG00000132570/ENSG00000150787/ENSG00000090054/ENSG00000228716	4
GO:0043651	linoleic acid metabolic process	4/223	22/20772	8.12554169607783e-05	0.00109727315063835	0.000920324512103131	ENSG00000108839/ENSG00000012660/ENSG00000084207/ENSG00000213366	4
GO:0009127	purine nucleoside monophosphate biosynthetic process	4/223	23/20772	9.75368227675759e-05	0.00130668378437832	0.00109596513468997	ENSG00000128059/ENSG00000178921/ENSG00000114956/ENSG00000178035	4
GO:0006029	proteoglycan metabolic process	7/223	100/20772	0.000102765247465993	0.00136588769860312	0.00114562169781816	ENSG00000131873/ENSG00000049860/ENSG00000033100/ENSG00000165102/ENSG00000170266/ENSG00000182197/ENSG00000181523	7
GO:0042181	ketone biosynthetic process	5/223	44/20772	0.000105284787347122	0.00138844313314017	0.00116453979425888	ENSG00000164494/ENSG00000167186/ENSG00000108786/ENSG00000049239/ENSG00000132423	5
GO:1901617	organic hydroxy compound biosynthetic process	11/223	260/20772	0.000122646067658657	0.00160485707137839	0.00134605435333246	ENSG00000148377/ENSG00000108786/ENSG00000108839/ENSG00000205808/ENSG00000132570/ENSG00000145725/ENSG00000150787/ENSG00000090054/ENSG00000120053/ENSG00000049239/ENSG00000228716	11
GO:0006633	fatty acid biosynthetic process	9/223	177/20772	0.000129671107171845	0.00168372945312365	0.00141220760442212	ENSG00000116353/ENSG00000108839/ENSG00000012660/ENSG00000154930/ENSG00000084207/ENSG00000151093/ENSG00000074416/ENSG00000213366/ENSG00000221968	9
GO:0006720	isoprenoid metabolic process	8/223	139/20772	0.000131307245322184	0.00169195900842631	0.00141911004385968	ENSG00000164494/ENSG00000148377/ENSG00000185000/ENSG00000085662/ENSG00000205808/ENSG00000136908/ENSG00000072042/ENSG00000160439	8
GO:0010257	NADH dehydrogenase complex assembly	6/223	74/20772	0.000144293767309727	0.00183133743773549	0.00153601200658159	ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000198695/ENSG00000198786/ENSG00000198888	6
GO:0032981	mitochondrial respiratory chain complex I assembly	6/223	74/20772	0.000144293767309727	0.00183133743773549	0.00153601200658159	ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000198695/ENSG00000198786/ENSG00000198888	6
GO:0006493	protein O-linked glycosylation	7/223	106/20772	0.000148189416887204	0.00186674429631046	0.00156570907865899	ENSG00000171155/ENSG00000164574/ENSG00000181830/ENSG00000136840/ENSG00000013375/ENSG00000136908/ENSG00000187676	7
GO:0006024	glycosaminoglycan biosynthetic process	6/223	76/20772	0.000167280623799735	0.00207624774245554	0.00174142754652201	ENSG00000131873/ENSG00000103044/ENSG00000033100/ENSG00000121578/ENSG00000182197/ENSG00000064225	6
GO:0006687	glycosphingolipid metabolic process	6/223	76/20772	0.000167280623799735	0.00207624774245554	0.00174142754652201	ENSG00000148154/ENSG00000049860/ENSG00000170266/ENSG00000121578/ENSG00000136840/ENSG00000102393	6
GO:0006661	phosphatidylinositol biosynthetic process	8/223	145/20772	0.000175813961331485	0.00216623333377771	0.00181690186700612	ENSG00000163719/ENSG00000143315/ENSG00000011405/ENSG00000165282/ENSG00000108474/ENSG00000069943/ENSG00000136908/ENSG00000165458	8
GO:0097237	cellular response to toxic substance	8/223	146/20772	0.000184314549608099	0.00223764300240276	0.00187679585821384	ENSG00000136810/ENSG00000166016/ENSG00000084207/ENSG00000213366/ENSG00000184470/ENSG00000116157/ENSG00000072042/ENSG00000228716	8
GO:0006760	folic acid-containing compound metabolic process	4/223	27/20772	0.000186912122831037	0.00223764300240276	0.00187679585821384	ENSG00000163738/ENSG00000076351/ENSG00000177000/ENSG00000228716	4
GO:0009313	oligosaccharide catabolic process	4/223	27/20772	0.000186912122831037	0.00223764300240276	0.00187679585821384	ENSG00000049860/ENSG00000109323/ENSG00000142657/ENSG00000104774	4
GO:0009642	response to light intensity	4/223	27/20772	0.000186912122831037	0.00223764300240276	0.00187679585821384	ENSG00000182197/ENSG00000198840/ENSG00000072042/ENSG00000160439	4
GO:0006023	aminoglycan biosynthetic process	6/223	78/20772	0.000193069275373099	0.0022950770199281	0.00192496794200754	ENSG00000131873/ENSG00000103044/ENSG00000033100/ENSG00000121578/ENSG00000182197/ENSG00000064225	6
GO:0046365	monosaccharide catabolic process	5/223	50/20772	0.000194953176018009	0.00230126546236643	0.00193015842285037	ENSG00000049860/ENSG00000172728/ENSG00000170266/ENSG00000165609/ENSG00000196371	5
GO:0009062	fatty acid catabolic process	7/223	111/20772	0.000197403675639493	0.00231400975332961	0.00194084754192338	ENSG00000110090/ENSG00000100372/ENSG00000128928/ENSG00000005469/ENSG00000117054/ENSG00000101577/ENSG00000114054	7
GO:0046942	carboxylic acid transport	13/223	379/20772	0.000244595353773473	0.00283978296980084	0.00238183343376286	ENSG00000131389/ENSG00000110090/ENSG00000119899/ENSG00000155380/ENSG00000060762/ENSG00000100372/ENSG00000117479/ENSG00000103064/ENSG00000076351/ENSG00000005469/ENSG00000164466/ENSG00000143554/ENSG00000125166	13
GO:0033108	mitochondrial respiratory chain complex assembly	7/223	115/20772	0.000245621038857181	0.00283978296980084	0.00238183343376286	ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000169021/ENSG00000198695/ENSG00000198786/ENSG00000198888	7
GO:0009081	branched-chain amino acid metabolic process	4/223	29/20772	0.000248736613417645	0.00285624083978902	0.00239563727208545	ENSG00000128928/ENSG00000083123/ENSG00000151498/ENSG00000114054	4
GO:0015849	organic acid transport	13/223	380/20772	0.0002508957991842	0.00286156830420898	0.00240010561808499	ENSG00000131389/ENSG00000110090/ENSG00000119899/ENSG00000155380/ENSG00000060762/ENSG00000100372/ENSG00000117479/ENSG00000103064/ENSG00000076351/ENSG00000005469/ENSG00000164466/ENSG00000143554/ENSG00000125166	13
GO:0006220	pyrimidine nucleotide metabolic process	5/223	53/20772	0.000257248473583962	0.00291433170073643	0.00244436027531211	ENSG00000168393/ENSG00000183696/ENSG00000114491/ENSG00000103202/ENSG00000047230	5
GO:0009218	pyrimidine ribonucleotide metabolic process	4/223	30/20772	0.000284602162513102	0.00318151291604051	0.00266845527068751	ENSG00000183696/ENSG00000114491/ENSG00000103202/ENSG00000047230	4
GO:0051156	glucose 6-phosphate metabolic process	4/223	30/20772	0.000284602162513102	0.00318151291604051	0.00266845527068751	ENSG00000142657/ENSG00000163931/ENSG00000049239/ENSG00000197713	4
GO:0001676	long-chain fatty acid metabolic process	7/223	118/20772	0.000287667140300065	0.00319461929491125	0.00267944808658994	ENSG00000110090/ENSG00000108839/ENSG00000012660/ENSG00000084207/ENSG00000143554/ENSG00000074416/ENSG00000213366	7
GO:0016311	dephosphorylation	13/223	391/20772	0.000329899518562612	0.00363967573420712	0.00305273376310088	ENSG00000163719/ENSG00000147535/ENSG00000146733/ENSG00000111077/ENSG00000067113/ENSG00000126821/ENSG00000162407/ENSG00000205808/ENSG00000170191/ENSG00000165458/ENSG00000204084/ENSG00000134575/ENSG00000152127	13
GO:0006006	glucose metabolic process	9/223	201/20772	0.00033476503450464	0.00366937258599891	0.00307764163642338	ENSG00000173599/ENSG00000110090/ENSG00000079739/ENSG00000159322/ENSG00000117054/ENSG00000165458/ENSG00000150768/ENSG00000120053/ENSG00000049239	9
GO:0033559	unsaturated fatty acid metabolic process	7/223	122/20772	0.000352527789596829	0.00383914134735127	0.00322003312059582	ENSG00000108839/ENSG00000085662/ENSG00000012660/ENSG00000084207/ENSG00000074416/ENSG00000213366/ENSG00000221968	7
GO:0043094	cellular metabolic compound salvage	4/223	32/20772	0.000367225562934545	0.00397356891175328	0.00333278260558005	ENSG00000166548/ENSG00000099810/ENSG00000183696/ENSG00000114956	4
GO:0034308	primary alcohol metabolic process	7/223	126/20772	0.000428613076567533	0.00460827307799997	0.00386513300692814	ENSG00000185000/ENSG00000085662/ENSG00000154930/ENSG00000049239/ENSG00000072042/ENSG00000160439/ENSG00000138744	7
GO:0030204	chondroitin sulfate metabolic process	4/223	34/20772	0.000465710767783892	0.00497544162037474	0.00417309115702421	ENSG00000131873/ENSG00000049860/ENSG00000033100/ENSG00000182197	4
GO:0009161	ribonucleoside monophosphate metabolic process	5/223	61/20772	0.000497507717797648	0.00528171715498384	0.00442997603732431	ENSG00000128059/ENSG00000178921/ENSG00000183696/ENSG00000114491/ENSG00000178035	5
GO:1990748	cellular detoxification	7/223	130/20772	0.000517281431891623	0.00545731910645662	0.00457726003877785	ENSG00000136810/ENSG00000084207/ENSG00000213366/ENSG00000184470/ENSG00000116157/ENSG00000072042/ENSG00000228716	7
GO:0007584	response to nutrient	8/223	172/20772	0.000555855302062147	0.00579187499926484	0.00485786472562435	ENSG00000113273/ENSG00000155380/ENSG00000159267/ENSG00000083123/ENSG00000162688/ENSG00000072274/ENSG00000162341/ENSG00000177000	8
GO:1905039	carboxylic acid transmembrane transport	8/223	172/20772	0.000555855302062147	0.00579187499926484	0.00485786472562435	ENSG00000131389/ENSG00000110090/ENSG00000119899/ENSG00000155380/ENSG00000060762/ENSG00000103064/ENSG00000076351/ENSG00000164466	8
GO:1903825	organic acid transmembrane transport	8/223	173/20772	0.000577521291970965	0.00598071129353981	0.00501624887117176	ENSG00000131389/ENSG00000110090/ENSG00000119899/ENSG00000155380/ENSG00000060762/ENSG00000103064/ENSG00000076351/ENSG00000164466	8
GO:0006536	glutamate metabolic process	4/223	37/20772	0.000646750683098951	0.00655397351326635	0.00549706558701874	ENSG00000147576/ENSG00000125166/ENSG00000120053/ENSG00000059573	4
GO:0009065	glutamine family amino acid catabolic process	4/223	37/20772	0.000646750683098951	0.00655397351326635	0.00549706558701874	ENSG00000147576/ENSG00000081181/ENSG00000125166/ENSG00000120053	4
GO:0044273	sulfur compound catabolic process	4/223	37/20772	0.000646750683098951	0.00655397351326635	0.00549706558701874	ENSG00000049860/ENSG00000165102/ENSG00000170266/ENSG00000181523	4
GO:0072593	reactive oxygen species metabolic process	10/223	267/20772	0.000648408517011541	0.00655397351326635	0.00549706558701874	ENSG00000198763/ENSG00000165646/ENSG00000023228/ENSG00000167186/ENSG00000198712/ENSG00000108839/ENSG00000084207/ENSG00000081181/ENSG00000069535/ENSG00000228716	10
GO:0033013	tetrapyrrole metabolic process	5/223	65/20772	0.000667197648988308	0.00670374780650157	0.00562268695419345	ENSG00000143224/ENSG00000106605/ENSG00000023330/ENSG00000076351/ENSG00000116984	5
GO:0042180	cellular ketone metabolic process	9/223	222/20772	0.000686896278101586	0.00686083383097915	0.00575444094703602	ENSG00000164494/ENSG00000110090/ENSG00000167186/ENSG00000108786/ENSG00000085662/ENSG00000012660/ENSG00000125166/ENSG00000049239/ENSG00000132423	9
GO:0044264	cellular polysaccharide metabolic process	6/223	99/20772	0.000699016475997859	0.00694082242049639	0.00582153040382118	ENSG00000044446/ENSG00000067177/ENSG00000103044/ENSG00000182197/ENSG00000117054/ENSG00000162688	6
