ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006643	membrane lipid metabolic process	8/156	227/20772	0.000326158290587082	0.00496736048345611	0.00418664647643742	ENSG00000139433/ENSG00000099797/ENSG00000101464/ENSG00000163964/ENSG00000277161/ENSG00000142892/ENSG00000160408/ENSG00000255072	8
GO:0046839	phospholipid dephosphorylation	4/156	44/20772	0.000328873521663301	0.00496736048345611	0.00418664647643742	ENSG00000063601/ENSG00000105520/ENSG00000139505/ENSG00000068383	4
GO:1901605	alpha-amino acid metabolic process	8/156	228/20772	0.000335899474004134	0.00502117770418551	0.00423200531002496	ENSG00000114021/ENSG00000072506/ENSG00000145293/ENSG00000106049/ENSG00000001084/ENSG00000115758/ENSG00000105607/ENSG00000065154	8
GO:0009154	purine ribonucleotide catabolic process	4/156	45/20772	0.000358863225162762	0.00530971098455107	0.00447519016556355	ENSG00000172340/ENSG00000163541/ENSG00000136143/ENSG00000272325	4
GO:0006913	nucleocytoplasmic transport	10/156	361/20772	0.000412548532880643	0.00590950550221008	0.00498071570821481	ENSG00000213024/ENSG00000144231/ENSG00000111581/ENSG00000145675/ENSG00000085415/ENSG00000138750/ENSG00000130227/ENSG00000157349/ENSG00000181555/ENSG00000109854	10
GO:0051169	nuclear transport	10/156	361/20772	0.000412548532880643	0.00590950550221008	0.00498071570821481	ENSG00000213024/ENSG00000144231/ENSG00000111581/ENSG00000145675/ENSG00000085415/ENSG00000138750/ENSG00000130227/ENSG00000157349/ENSG00000181555/ENSG00000109854	10
GO:0050657	nucleic acid transport	7/156	179/20772	0.000415703145672709	0.00590950550221008	0.00498071570821481	ENSG00000213024/ENSG00000144231/ENSG00000111581/ENSG00000085415/ENSG00000138750/ENSG00000157349/ENSG00000181555	7
GO:0050658	RNA transport	7/156	179/20772	0.000415703145672709	0.00590950550221008	0.00498071570821481	ENSG00000213024/ENSG00000144231/ENSG00000111581/ENSG00000085415/ENSG00000138750/ENSG00000157349/ENSG00000181555	7
GO:0006488	dolichol-linked oligosaccharide biosynthetic process	3/156	20/20772	0.00043123576089784	0.00607079469225115	0.00511665527238009	ENSG00000175283/ENSG00000128039/ENSG00000159063	3
GO:0006022	aminoglycan metabolic process	6/156	130/20772	0.000451782091565043	0.00629888493047416	0.0053088968452127	ENSG00000153936/ENSG00000135677/ENSG00000138604/ENSG00000136213/ENSG00000015532/ENSG00000147119	6
GO:0051236	establishment of RNA localization	7/156	182/20772	0.000459266939720894	0.00634225773900282	0.00534545280216499	ENSG00000213024/ENSG00000144231/ENSG00000111581/ENSG00000085415/ENSG00000138750/ENSG00000157349/ENSG00000181555	7
GO:0072330	monocarboxylic acid biosynthetic process	8/156	241/20772	0.000485641448710181	0.00660502217885627	0.0055669188745206	ENSG00000099797/ENSG00000164535/ENSG00000100294/ENSG00000072506/ENSG00000116171/ENSG00000136213/ENSG00000131473/ENSG00000135241	8
GO:0009141	nucleoside triphosphate metabolic process	9/156	303/20772	0.000487405084922497	0.00660502217885627	0.0055669188745206	ENSG00000087470/ENSG00000156110/ENSG00000078237/ENSG00000103024/ENSG00000140598/ENSG00000267855/ENSG00000143179/ENSG00000198276/ENSG00000115286	9
GO:1901136	carbohydrate derivative catabolic process	7/156	188/20772	0.00055731395488214	0.00748245587573244	0.00630644738419264	ENSG00000113552/ENSG00000135677/ENSG00000172340/ENSG00000163541/ENSG00000136143/ENSG00000023697/ENSG00000272325	7
GO:0009220	pyrimidine ribonucleotide biosynthetic process	3/156	22/20772	0.000576164798939012	0.00766194476672374	0.00645772622444012	ENSG00000103024/ENSG00000143179/ENSG00000198276	3
GO:0009261	ribonucleotide catabolic process	4/156	51/20772	0.00058125098230318	0.00766194476672374	0.00645772622444012	ENSG00000172340/ENSG00000163541/ENSG00000136143/ENSG00000272325	4
GO:0008206	bile acid metabolic process	4/156	52/20772	0.000626038658947195	0.00817798248174263	0.00689265891927637	ENSG00000072506/ENSG00000116171/ENSG00000125779/ENSG00000141458	4
GO:1904375	regulation of protein localization to cell periphery	6/156	139/20772	0.000643766311905498	0.00833447457377653	0.00702455533949514	ENSG00000156599/ENSG00000017260/ENSG00000123983/ENSG00000104219/ENSG00000099904/ENSG00000145675	6
GO:0009083	branched-chain amino acid catabolic process	3/156	23/20772	0.000658952087945202	0.00845557988956233	0.00712662668005943	ENSG00000127884/ENSG00000072506/ENSG00000106049	3
GO:0006195	purine nucleotide catabolic process	4/156	54/20772	0.000722864834843126	0.00919433342563625	0.00774927122117146	ENSG00000172340/ENSG00000163541/ENSG00000136143/ENSG00000272325	4
GO:0009147	pyrimidine nucleoside triphosphate metabolic process	3/156	24/20772	0.000748955280527162	0.00936194100658952	0.00789053612243226	ENSG00000103024/ENSG00000143179/ENSG00000198276	3
GO:0050650	chondroitin sulfate proteoglycan biosynthetic process	3/156	24/20772	0.000748955280527162	0.00936194100658952	0.00789053612243226	ENSG00000136213/ENSG00000015532/ENSG00000147119	3
GO:0006405	RNA export from nucleus	5/156	97/20772	0.000828413653217961	0.0102666649330431	0.00865306568948316	ENSG00000213024/ENSG00000144231/ENSG00000111581/ENSG00000157349/ENSG00000181555	5
GO:0018279	protein N-linked glycosylation via asparagine	3/156	25/20772	0.000846416543013381	0.0103134788854572	0.0086925219499207	ENSG00000168282/ENSG00000183828/ENSG00000159063	3
GO:1901071	glucosamine-containing compound metabolic process	3/156	25/20772	0.000846416543013381	0.0103134788854572	0.0086925219499207	ENSG00000113552/ENSG00000159921/ENSG00000147119	3
GO:0043648	dicarboxylic acid metabolic process	5/156	100/20772	0.000950522574726061	0.0114825673962906	0.00967786624108416	ENSG00000114021/ENSG00000001084/ENSG00000131473/ENSG00000136143/ENSG00000065154	5
GO:0009142	nucleoside triphosphate biosynthetic process	6/156	150/20772	0.00095820045169046	0.0114825673962906	0.00967786624108416	ENSG00000156110/ENSG00000103024/ENSG00000267855/ENSG00000143179/ENSG00000198276/ENSG00000115286	6
GO:0045333	cellular respiration	8/156	269/20772	0.000993604402464763	0.0118092326522451	0.00995318991597576	ENSG00000172340/ENSG00000140374/ENSG00000125779/ENSG00000267855/ENSG00000131473/ENSG00000163541/ENSG00000136143/ENSG00000115286	8
GO:0072523	purine-containing compound catabolic process	4/156	59/20772	0.00101052682370988	0.0119127145884498	0.0100404077220981	ENSG00000172340/ENSG00000163541/ENSG00000136143/ENSG00000272325	4
GO:1901570	fatty acid derivative biosynthetic process	4/156	60/20772	0.00107644289226619	0.0125874370466611	0.0106090848719953	ENSG00000099797/ENSG00000123983/ENSG00000131067/ENSG00000105607	4
GO:0046856	phosphatidylinositol dephosphorylation	3/156	28/20772	0.00118587238044193	0.0137561196131264	0.0115940870205733	ENSG00000063601/ENSG00000139505/ENSG00000068383	3
GO:0009081	branched-chain amino acid metabolic process	3/156	29/20772	0.00131545758637102	0.0151382023828411	0.0127589495219445	ENSG00000127884/ENSG00000072506/ENSG00000106049	3
GO:0009060	aerobic respiration	7/156	219/20772	0.00135991686363781	0.0155266098604317	0.0130863114685744	ENSG00000172340/ENSG00000125779/ENSG00000267855/ENSG00000131473/ENSG00000163541/ENSG00000136143/ENSG00000115286	7
GO:0046467	membrane lipid biosynthetic process	6/156	161/20772	0.00137937892400947	0.0156257768735448	0.0131698925228207	ENSG00000101464/ENSG00000163964/ENSG00000277161/ENSG00000142892/ENSG00000160408/ENSG00000255072	6
GO:0006403	RNA localization	7/156	221/20772	0.00143267501387556	0.0159872268640916	0.0134745338578659	ENSG00000213024/ENSG00000144231/ENSG00000111581/ENSG00000085415/ENSG00000138750/ENSG00000157349/ENSG00000181555	7
GO:0009199	ribonucleoside triphosphate metabolic process	8/156	285/20772	0.0014354195210776	0.0159872268640916	0.0134745338578659	ENSG00000087470/ENSG00000078237/ENSG00000103024/ENSG00000140598/ENSG00000267855/ENSG00000143179/ENSG00000198276/ENSG00000115286	8
GO:0009218	pyrimidine ribonucleotide metabolic process	3/156	30/20772	0.00145361507691637	0.0159872268640916	0.0134745338578659	ENSG00000103024/ENSG00000143179/ENSG00000198276	3
GO:0031123	RNA 3'-end processing	5/156	110/20772	0.0014553889283173	0.0159872268640916	0.0134745338578659	ENSG00000107951/ENSG00000144231/ENSG00000072506/ENSG00000134744/ENSG00000161980	5
GO:0006766	vitamin metabolic process	5/156	114/20772	0.00170439643114501	0.0185817656027088	0.0156612920978185	ENSG00000169814/ENSG00000259431/ENSG00000108439/ENSG00000001084/ENSG00000125779	5
GO:0006221	pyrimidine nucleotide biosynthetic process	3/156	32/20772	0.00175645780553806	0.0190064464032104	0.0160192263333047	ENSG00000103024/ENSG00000143179/ENSG00000198276	3
GO:0015980	energy derivation by oxidation of organic compounds	9/156	365/20772	0.00179593407422021	0.0192896622786615	0.0162579295139934	ENSG00000078237/ENSG00000172340/ENSG00000140374/ENSG00000125779/ENSG00000267855/ENSG00000131473/ENSG00000163541/ENSG00000136143/ENSG00000115286	9
GO:0001676	long-chain fatty acid metabolic process	5/156	118/20772	0.00198333541776575	0.0211458555570613	0.0178223871519043	ENSG00000123983/ENSG00000164535/ENSG00000116171/ENSG00000135241/ENSG00000167114	5
GO:0006084	acetyl-CoA metabolic process	3/156	34/20772	0.00209596311324338	0.0218643634115317	0.0184279680005722	ENSG00000167508/ENSG00000131473/ENSG00000131069	3
GO:0030204	chondroitin sulfate metabolic process	3/156	34/20772	0.00209596311324338	0.0218643634115317	0.0184279680005722	ENSG00000136213/ENSG00000015532/ENSG00000147119	3
GO:0034377	plasma lipoprotein particle assembly	3/156	34/20772	0.00209596311324338	0.0218643634115317	0.0184279680005722	ENSG00000123983/ENSG00000099904/ENSG00000111684	3
GO:0009156	ribonucleoside monophosphate biosynthetic process	3/156	35/20772	0.00227992710567552	0.0234460588881525	0.0197610703224284	ENSG00000156110/ENSG00000143179/ENSG00000198276	3
GO:0046949	fatty-acyl-CoA biosynthetic process	3/156	35/20772	0.00227992710567552	0.0234460588881525	0.0197610703224284	ENSG00000099797/ENSG00000123983/ENSG00000105607	3
GO:0072659	protein localization to plasma membrane	8/156	310/20772	0.00242464780701305	0.0246719853870551	0.0207943194441894	ENSG00000156599/ENSG00000017260/ENSG00000123983/ENSG00000104219/ENSG00000099904/ENSG00000277161/ENSG00000163812/ENSG00000145675	8
GO:0015931	nucleobase-containing compound transport	7/156	243/20772	0.00245058543082702	0.0246719853870551	0.0207943194441894	ENSG00000213024/ENSG00000144231/ENSG00000111581/ENSG00000085415/ENSG00000138750/ENSG00000157349/ENSG00000181555	7
GO:0006779	porphyrin-containing compound biosynthetic process	3/156	36/20772	0.00247360086215503	0.0246719853870551	0.0207943194441894	ENSG00000256269/ENSG00000080819/ENSG00000136143	3
GO:0033014	tetrapyrrole biosynthetic process	3/156	36/20772	0.00247360086215503	0.0246719853870551	0.0207943194441894	ENSG00000256269/ENSG00000080819/ENSG00000136143	3
GO:0010506	regulation of autophagy	9/156	383/20772	0.00248421370104141	0.0246719853870551	0.0207943194441894	ENSG00000087470/ENSG00000064601/ENSG00000078237/ENSG00000078142/ENSG00000051382/ENSG00000155097/ENSG00000047249/ENSG00000141458/ENSG00000186815	9
GO:0006024	glycosaminoglycan biosynthetic process	4/156	76/20772	0.00258150039772674	0.0252917268696201	0.0213166569115274	ENSG00000138604/ENSG00000136213/ENSG00000015532/ENSG00000147119	4
GO:0006406	mRNA export from nucleus	4/156	76/20772	0.00258150039772674	0.0252917268696201	0.0213166569115274	ENSG00000144231/ENSG00000111581/ENSG00000157349/ENSG00000181555	4
GO:0065005	protein-lipid complex assembly	3/156	37/20772	0.0026771541163226	0.0258791564577852	0.0218117609056179	ENSG00000123983/ENSG00000099904/ENSG00000111684	3
GO:0072528	pyrimidine-containing compound biosynthetic process	3/156	37/20772	0.0026771541163226	0.0258791564577852	0.0218117609056179	ENSG00000103024/ENSG00000143179/ENSG00000198276	3
GO:0051168	nuclear export	6/156	185/20772	0.00277654654425719	0.0266622019150525	0.022471736060527	ENSG00000213024/ENSG00000144231/ENSG00000111581/ENSG00000130227/ENSG00000157349/ENSG00000181555	6
GO:0006023	aminoglycan biosynthetic process	4/156	78/20772	0.00283715625524393	0.0270159752930078	0.0227699073068472	ENSG00000138604/ENSG00000136213/ENSG00000015532/ENSG00000147119	4
GO:0016311	dephosphorylation	9/156	391/20772	0.00285065118608979	0.0270159752930078	0.0227699073068472	ENSG00000063601/ENSG00000134324/ENSG00000110536/ENSG00000172840/ENSG00000105520/ENSG00000259431/ENSG00000107902/ENSG00000139505/ENSG00000068383	9
GO:1903725	regulation of phospholipid metabolic process	3/156	38/20772	0.00289075117286503	0.0272181116925603	0.0229402741742741	ENSG00000063601/ENSG00000134324/ENSG00000123983	3
GO:0009063	amino acid catabolic process	5/156	129/20772	0.0029216329253754	0.0273314047857699	0.023035761129785	ENSG00000127884/ENSG00000140374/ENSG00000072506/ENSG00000106049/ENSG00000065154	5
GO:0050654	chondroitin sulfate proteoglycan metabolic process	3/156	39/20772	0.00311455099546797	0.0289493522014651	0.0243994177175325	ENSG00000136213/ENSG00000015532/ENSG00000147119	3
GO:1905475	regulation of protein localization to membrane	6/156	190/20772	0.00316746299526517	0.0292536391282452	0.0246558802380346	ENSG00000156599/ENSG00000017260/ENSG00000123983/ENSG00000104219/ENSG00000099904/ENSG00000145675	6
GO:0032373	positive regulation of sterol transport	3/156	40/20772	0.00334870729364985	0.0305385256339137	0.0257388226939919	ENSG00000099904/ENSG00000116171/ENSG00000111684	3
GO:0032376	positive regulation of cholesterol transport	3/156	40/20772	0.00334870729364985	0.0305385256339137	0.0257388226939919	ENSG00000099904/ENSG00000116171/ENSG00000111684	3
GO:0072527	pyrimidine-containing compound metabolic process	4/156	84/20772	0.00370710204553207	0.0335956122876344	0.0283154307556759	ENSG00000103024/ENSG00000259431/ENSG00000143179/ENSG00000198276	4
GO:0009201	ribonucleoside triphosphate biosynthetic process	5/156	139/20772	0.00402107478819628	0.036214648713569	0.0305228364112186	ENSG00000103024/ENSG00000267855/ENSG00000143179/ENSG00000198276/ENSG00000115286	5
GO:0072524	pyridine-containing compound metabolic process	4/156	87/20772	0.00420319851406858	0.0376212212678978	0.0317083396675349	ENSG00000078237/ENSG00000105835/ENSG00000108439/ENSG00000023697	4
GO:0009124	nucleoside monophosphate biosynthetic process	3/156	44/20772	0.0043917923068713	0.038918062421031	0.0328013578735514	ENSG00000156110/ENSG00000143179/ENSG00000198276	3
GO:0030301	cholesterol transport	5/156	142/20772	0.00440176706003385	0.038918062421031	0.0328013578735514	ENSG00000099904/ENSG00000131748/ENSG00000116171/ENSG00000141458/ENSG00000111684	5
GO:0005996	monosaccharide metabolic process	7/156	271/20772	0.00446282727009318	0.0392187851008188	0.033054816335427	ENSG00000115652/ENSG00000078237/ENSG00000178802/ENSG00000001084/ENSG00000254685/ENSG00000136213/ENSG00000196547	7
GO:1901568	fatty acid derivative metabolic process	4/156	92/20772	0.005126417225149	0.0447789456413618	0.0377410932048065	ENSG00000099797/ENSG00000123983/ENSG00000131067/ENSG00000105607	4
GO:0046470	phosphatidylcholine metabolic process	4/156	94/20772	0.00553084863850081	0.0480223384780011	0.0404747259331828	ENSG00000032444/ENSG00000123983/ENSG00000111684/ENSG00000135241	4
GO:0044788	modulation by host of viral process	3/156	48/20772	0.0056115689616183	0.0483191870870006	0.0407249192072651	ENSG00000099904/ENSG00000078142/ENSG00000241973	3
GO:0009144	purine nucleoside triphosphate metabolic process	7/156	283/20772	0.00563168456393318	0.0483191870870006	0.0407249192072651	ENSG00000087470/ENSG00000156110/ENSG00000078237/ENSG00000103024/ENSG00000140598/ENSG00000267855/ENSG00000115286	7
